,State Abbreviation,population_2019,FIPS Code,Alt FIPS Code,State,P_1a_foreignBorn,P_1b_hateCrimes,P_2a_freedomIndex,P_3a_stateEqualityRanking,P_3b_verticalLegalRestriction ,P_3c_giniCoefficient,P_4a_empLawEnforcement,P_4b_cultural tightness ,P_4c_horizontalLegalRestriction,P_5a_republican,P_6a_politicsFriendsFamily,P_6b_politicsNeighbors,P_6c_politicsPost,P_6d_politicsMedia,P_6e_politicsVote,P_6f_politicsMeetings,P_6g_politicsOfficial,P_6h_politicsBoycott,P_6i_politicsGroup,P_6j_politicsDonate,E_1a_occupationArtistic,E_1b_occupationEnterprising,E_1c_occupationSocial,E_1d_occupationsConventional,E_1e_occupationsInvestigative,E_1f_occupationsRealistic,E_2a_gdp,E_3a_entrepreneursRates,E_3b_startUpSurvival,E_3c_opportunitySharesEntrepreneurs,E_3d_kauffmanIndex,E_3e_economicFreedomIndex,S_1a_lgbtqEquality,S_1b_lgbtqTravelIndex,S_2a_collectivism,S_3a_volunteersRatio,S_3b_volunteersHours,S_3c_neighborsFavours,S_3d_neighborhoodPositive,S_4a_donateNonPolitical,S_4b_nonProfit,S_4c_charitableContributions,S_5a_violentCrimes,S_6a_religiousVery,S_6b_religiousModerately,S_6c_religiousNon,S_6d_religiousAdherents,S_6e_religiousCongregations,S_7a_trustNeighbours,S_7b_trustGeneral,S_8a_educBachelor,S_9a_urbanPop,S_9b_fiveThirtyEightUrbanIndex,H_1a_wellBeing,H_2a_depression,SEIA Ranking 2017,Creativity Index ,population_2019_log,health,education,diversity,monetary,infrastructure,atmosphere,sustainability score,staff welfare (PC1),financial benefits (PC2),pca-one-rank,pca-two-rank,welfare premium,total reviews,total reviews_log,total_reviews_state_population_interaction,E_2a_gdp_log,P_3c_giniCoefficient_log,FIPS Code_log,Alt FIPS Code_log,P_1a_foreignBorn_log,P_1b_hateCrimes_log,P_2a_freedomIndex_log,P_3a_stateEqualityRanking_log,P_3b_verticalLegalRestriction _log,P_4a_empLawEnforcement_log,P_4b_cultural tightness _log,P_4c_horizontalLegalRestriction_log,P_5a_republican_log,P_6a_politicsFriendsFamily_log,P_6b_politicsNeighbors_log,P_6c_politicsPost_log,P_6d_politicsMedia_log,P_6e_politicsVote_log,P_6f_politicsMeetings_log,P_6g_politicsOfficial_log,P_6h_politicsBoycott_log,P_6i_politicsGroup_log,P_6j_politicsDonate_log,E_1a_occupationArtistic_log,E_1b_occupationEnterprising_log,E_1c_occupationSocial_log,E_1d_occupationsConventional_log,E_1e_occupationsInvestigative_log,E_1f_occupationsRealistic_log,E_3d_kauffmanIndex_log,E_3e_economicFreedomIndex_log,S_1a_lgbtqEquality_log,S_1b_lgbtqTravelIndex_log,S_2a_collectivism_log,S_3b_volunteersHours_log,S_3c_neighborsFavours_log,S_3d_neighborhoodPositive_log,S_4a_donateNonPolitical_log,S_4b_nonProfit_log,S_4c_charitableContributions_log,S_5a_violentCrimes_log,S_6a_religiousVery_log,S_6b_religiousModerately_log,S_6c_religiousNon_log,S_6d_religiousAdherents_log,S_6e_religiousCongregations_log,S_7a_trustNeighbours_log,S_7b_trustGeneral_log,S_8a_educBachelor_log,S_9a_urbanPop_log,S_9b_fiveThirtyEightUrbanIndex_log,H_1a_wellBeing_log,SEIA Ranking 2017_log,Creativity Index _log,population_2019_log_log,health_log,education_log,diversity_log,monetary_log,infrastructure_log,atmosphere_log,sustainability score_log,PCA1_log,PCA2_log,pca-one-rank_log,pca-two-rank_log,rank-diff_log,total reviews_log_log,total_reviews_state_population_interaction_log,E_2a_gdp_log_log,P_3c_giniCoefficient_log_log,S_9a_urbanPop_log scaled,P_3c_giniCoefficient_log scaled,E_2a_gdp_log scaled,Creativity Index _log scaled,sustainability score scaled,rank-diff scaled,PCA2 scaled,welfare x urban,financial x urban,welfare x financial,welfare premium x welfare,welfare premium x financial,welfare premium x urban
20,MA,6949503,25,25,Massachusetts,17.3,388,0.089248596053731,23.0,0.13,0.4803,20099,35.12,56.7,0.31908157588631,3.51322316101236,4.96975791968968,5.19641960791011,2.10231157328961,0.457995115293442,0.118012017742271,0.099993151129914,0.160625370503624,0.26294167949436,0.088244257821049,0.014072,0.240661,0.02422,0.123065,0.060769,0.305111,75258.0,0.25%,84.05%,78.61%,0.51,-0.006785362075448,32.5,22.0,46.0,24.81%,18,4.513563844,0.214873703,0.490487464,4.8,2.2,327.6,26.0,26.0,49.0,57,5.5,61.4,35.7,43.7,92.0,11.83973,63.0,19.56%,6.0,188,15.754180704192589,5.174357229010185,9.860505366580979,2.7374469522107465,9.247126586242508,7.583197598669261,5.881165737989234,0.26539169740472,62.429147536631625,24.526209184688568,18.0,34.0,80.95238095238095,12422,9.427224373119248,148.51819631308933,11.22867748925273,-0.7333443703113584,3.2188758248682006,3.2188758248682006,2.8507065015037334,5.961005339623274,-2.416329588936523,3.1354942159291497,-2.0402208285265546,9.908425341565751,3.558770768766916,4.037774210733707,-1.1423084851075094,1.2565338956077952,1.6033711306103136,1.647969851496595,0.7430374885347282,-0.7808967602229884,-2.136968814428867,-2.302653584040364,-1.8286805166979652,-1.33582302236677,-2.4276466524692726,-4.26356827154688,-1.4243659747409962,-3.720576540857191,-2.095042607908487,-2.8006754884581717,-1.1870796341565661,-0.6733445532637656,,3.481240089335692,3.091042453358316,3.828641396489095,2.8903717578961645,1.5070870507762262,-1.537704851364822,-0.7123555578976117,1.5686159179138452,0.7884573603642703,5.791793351978915,3.258096538021482,3.258096538021482,3.8918202981106265,4.04305126783455,1.7047480922384253,4.117409835153096,3.5751506887855933,3.7773481021015445,4.5217885770490405,2.471460825141789,4.143134726391533,1.791759469228055,5.236441962829949,2.757105771584308,1.6437151244825565,2.2885374215182295,1.0070257167670045,2.2243128639408103,2.0259349574920784,1.7717549970207316,-1.3265484409014718,-0.545767189491172,,2.8903717578961645,3.5263605246161616,2.772588722239781,2.243601713246635,5.000707484830943,2.4184709959429878,,96.42683941380793,-61.931450022308596,100.0,100.0,52.338825721525104,80.95238095238095,24.526209184688568,73.17780031455555,73.17780031455555,1531.1503317052122,86.06100066976295,41.21467598714626,85.45103854952642
21,MI,9986857,26,26,Michigan,7.0,434,0.158244347039899,11.0,0.75,0.4634,25063,48.93,63.4,0.478372906911376,3.37875296540908,4.71526386411483,4.93445965304647,2.19974756324254,0.468534012413468,0.105136120938343,0.090028786709785,0.124285862231277,0.280738437334718,0.062818186361263,0.012018,0.202263,0.015418,0.127256,0.034916,0.332607,47448.0,0.25%,80.21%,82.57%,-0.91,0.069602816980168,13.5,17.0,46.0,26.64%,21,4.121109201,0.180935215,0.42228604,3.9,3.9,437.4,36.0,29.0,34.0,42,4.9,60.6,45.3,29.1,74.6,10.80559,61.4,21.74%,31.0,103,16.11678048650856,2.6350965742255887,8.499294671030414,1.464140425033398,9.711290291999669,3.8057696512640757,3.6815012344392066,-2.2521211169832673,31.49503765934841,30.45712758531905,49.0,23.0,30.952380952380953,7960,8.982184278838428,144.76389231140715,10.767389653518563,-0.7691646669838612,3.258096538021482,3.258096538021482,1.9459101490553132,6.073044534100405,-1.8436149403026862,2.3978952727983707,-0.2876820724517809,10.129147933974613,3.8903907053010323,4.14946386144318,-0.737364710659742,1.2175066962726797,1.550804877216244,1.5962431740936032,0.7883426098000124,-0.7581465814041894,-2.2524993785234613,-2.4076258074627797,-2.085171026022933,-1.2703318711281162,-2.7675106556917215,-4.421349753070401,-1.5981864482241632,-4.172219620945067,-2.0615544733860776,-3.3548101021090337,-1.100793666142916,,-2.664950238607819,2.6026896854443837,2.833213344056216,3.828641396489095,3.044522437723423,1.4161223506709695,-1.709616239964686,-0.8620723746570709,1.3609765531356006,1.3609765531356006,6.080848108242668,3.58351893845611,3.367295829986474,3.5263605246161616,3.7376696182833684,1.589235205116581,4.104294893075269,3.8133070324889884,3.370738174177447,4.312140507209715,2.3800635928179243,4.117409835153096,3.4339872044851463,4.634728988229636,2.779860995450841,0.968919831881706,2.1399831801744753,0.3812683296778716,2.273289156276298,1.3365182445158785,1.30332061313534,,,-0.37880154372465336,3.8918202981106265,3.1354942159291497,,2.1952430909144973,4.975104086365339,2.376522089787609,,73.08169864866008,-42.843294047073925,39.712416298623765,74.9623082090566,31.976723732436252,30.952380952380953,30.45712758531905,27.97981115723136,27.97981115723136,959.2483802952028,16.60066761451187,19.569279662255727,24.76238557521869
22,MN,5639632,27,27,Minnesota,8.4,104,-0.035855135737198,22.0,0.5,0.4434,15960,47.84,67.5,0.452849424091694,3.47921429204773,4.94652678398023,5.50426068626024,2.07462236139073,0.56009348412919,0.132227186739203,0.142492407508887,0.182895416125993,0.33448316913591,0.090282439671316,0.013387,0.219523,0.020539,0.1248,0.04591,0.326799,60066.0,0.18%,80.44%,81.59%,-2.63,-0.151084248671295,30.0,25.0,41.0,35.43%,24,4.517558322,0.291184159,0.584373384,5.1,3.0,236.4,37.0,28.0,35.0,56,6.2,72.5,48.5,36.1,73.3,10.45684,63.2,18.18%,16.0,139,15.545329373118532,5.33545707477826,10.132378666397887,3.2842416689913696,10.352958022692391,8.098033112098788,6.722530953155616,1.1942126656091998,68.18575672302632,31.520699488164016,16.0,22.0,69.04761904761905,8441,9.04085606398372,140.5430853295829,11.00319923664754,-0.813282981799926,3.295836866004329,3.295836866004329,2.128231705849268,4.6443908991413725,,3.091042453358316,-0.6931471805599453,9.6778408710038,3.867862109642376,4.212127597878484,-0.7921956059038586,1.246806490147456,1.598685670500177,1.7055224625654513,0.7297791426091595,-0.5796515732402143,-2.023233724150562,-1.948466561332285,-1.6988407860864045,-1.0951687171643447,-2.404812304011618,-4.313471192178376,-1.5162982683572401,-3.8854297611586253,-2.08104282304681,-3.0810723207210065,-1.1184099759764912,,,3.4011973816621555,3.2188758248682006,3.713572066704308,3.1780538303479458,1.5079716536388736,-1.233799363177749,-0.5372151442906027,1.62924053973028,1.0986122886681098,5.465525285531943,3.6109179126442243,3.332204510175204,3.5553480614894135,4.02535169073515,1.824549292051046,4.283586561860629,3.8815637979434374,3.586292865338835,4.294560608892605,2.347256309743919,4.146304301152812,2.772588722239781,4.9344739331306915,2.7437602316502567,1.6743745558314103,2.3157361047531335,1.1891357787094317,2.3372722781724904,2.091621206524651,1.9054647135616793,0.17748711101087136,0.44339899912875197,-0.2100158672142167,2.772588722239781,3.091042453358316,1.791759469228055,2.2017538672639065,4.945514098914163,2.398186070207936,,71.12410752385526,-19.333235426593266,70.53132995553497,87.43490205882539,59.85129881643629,69.04761904761905,31.520699488164016,58.95280968340448,58.95280968340448,2149.262747039572,80.17366411748277,45.17897662862991,53.75951276888886
23,MS,2976149,28,28,Mississippi,2.1,14,-0.066449846300453,27.0,0.88,0.4896,4439,78.86,39.3,0.576029545753825,3.81378962888647,4.94422018955852,5.28916065569487,2.55342293364453,0.511993935102813,0.074774819888569,0.068688153033209,0.077013013309413,0.206118889873481,0.054364150586002,0.007585,0.180654,0.013919,0.126624,0.018788,0.357161,35015.0,0.33%,80.47%,86.38%,1.32,-0.102719226706446,-3.5,12.0,64.0,22.22%,15,4.567781148,0.194157618,0.395480767,3.6,6.6,277.9,59.0,29.0,12.0,59,5.8,55.7,,22.0,49.4,8.910859,61.3,19.86%,26.0,30,14.9061407408861,0.0,3.621647387750614,0.08507322111294402,8.98305479096255,1.9714357238077498,1.2566982569429026,-5.917887324138654,0.0,12.622819814353909,65.0,50.0,44.04761904761905,1138,7.037027614686276,104.89492402201563,10.463531820089617,-0.7141665477840208,3.332204510175204,3.332204510175204,0.7419373447293773,2.6390573296152584,,3.295836866004329,-0.12783337150988489,8.398184404834035,4.367674128449481,3.6712245188752153,-0.5515963248902728,1.3386233480498773,1.5982192558866608,1.6656595670611403,0.9374347859743883,-0.6694424995151061,-2.5932740831809085,-2.6781785395556255,-2.563780867389673,-1.5793021413629271,-2.912050338934775,-4.881582666181641,-1.7111716793695775,-4.274500465736874,-2.0665332137791235,-3.9745369108173882,-1.0295686184714345,0.27763173659827955,,,2.4849066497880004,4.1588830833596715,2.70805020110221,1.5190275613986421,-1.639084985871432,-0.9276531225396916,1.2809338454620642,1.8870696490323797,5.627261336748458,4.07753744390572,3.367295829986474,2.4849066497880004,4.07753744390572,1.7578579175523736,4.019980146933238,,3.091042453358316,3.899950424193877,2.187270645365456,4.115779842942166,3.258096538021482,3.4011973816621555,2.701773258309876,-inf,1.2869290018095334,-2.4642429684471123,2.195340001634296,0.6787620711196882,0.22848785062670257,,,,4.174387269895637,3.912023005428146,,1.9511858671896263,4.652959125499502,2.3478960517499785,,27.182704599358498,-72.15105459493623,0.0,23.63420746444662,2.3273392480124,44.04761904761905,12.622819814353909,0.0,0.0,0.0,0.0,11.541723240708368,13.107048010007807
24,MO,6137428,29,29,Missouri,4.3,83,0.204596240324965,15.0,0.88,0.4633,20569,59.6,31.0,0.567996557788895,3.67942451580583,5.07343034496373,5.06155036689357,2.15163275309933,0.502777517432317,0.116225495064851,0.130087346132377,0.16831900788197,0.291199945590103,0.075235783133429,0.01176,0.201871,0.015009,0.143499,0.038468,0.330219,47407.0,0.37%,75.29%,80.81%,0.29,0.096516319093872,1.25,18.0,46.0,27.51%,24,4.603763448,0.211325843,0.508841401,4.5,4.0,495.0,39.0,30.0,32.0,49,6.0,64.7,35.5,29.2,70.4,10.20212,61.7,21.96%,28.0,89,15.629916319855207,4.623526054289849,9.450297076893571,2.0212367043974404,11.734111065794304,5.112030089760337,4.646052459949883,-0.2983101974372252,47.45375927621885,47.051448663151284,27.0,9.0,40.476190476190474,7667,8.944680683558895,139.8046105918508,10.766525176104544,-0.7693804865595344,3.367295829986474,3.367295829986474,1.4586150226995167,4.418840607796598,-1.5867168013667556,2.70805020110221,-0.12783337150988489,9.931540366978163,4.087655574071304,3.4339872044851463,-0.5656399205101676,1.3027563583774635,1.6240171854545666,1.6216728329887986,0.7662269739722758,-0.6876075179986401,-2.1522230518761565,-2.039549160819843,-1.7818942436875087,-1.2337451495067975,-2.5871283216617966,-4.443051336511656,-1.6001263994430068,-4.199105257807959,-1.9414272124478573,-3.2579285521319017,-1.10799920826721,-1.2378743560016174,-2.338043175153587,0.22314355131420976,2.8903717578961645,3.828641396489095,3.1780538303479458,1.5268741098698033,-1.5543540570588121,-0.6756189003766375,1.5040773967762742,1.3862943611198906,6.20455776256869,3.6635616461296463,3.4011973816621555,3.4657359027997265,3.8918202981106265,1.791759469228055,4.169761201506855,3.56953269648137,3.374168709274236,4.254193263163997,2.3225955418310877,4.122283930911342,3.332204510175204,4.48863636973214,2.749186790603008,1.5311576292072744,2.246046177719843,0.7037095539765693,2.4625000757558135,1.631596603161263,1.5360179257071738,,,0.9741337709641688,3.295836866004329,2.1972245773362196,,2.1910590185659724,4.940245809168981,2.376441799935873,,66.6290441108126,-42.728286687960605,39.599434228821906,68.88329361359789,47.77950216669956,40.476190476190474,47.051448663151284,38.43511806087084,38.43511806087084,2232.76811845855,32.70842362901971,39.53342721606267,29.522491100210495
25,MT,1068778,30,30,Montana,2.3,32,0.149792479048195,46.0,0.88,0.4597,3152,46.11,8.0,0.569184692400203,3.34339916006233,4.85356335834963,5.20853588288187,2.06061273066381,0.595165031243012,0.125645408671014,0.162042359883387,0.196433484640755,0.338840033672438,0.110545221235622,0.014379,0.192577,0.019659,0.130492,0.037004,0.350113,44145.0,0.34%,79.70%,85.59%,1.81,0.028927243862603,9.0,12.0,31.0,31.58%,28,4.3097677,0.240512065,0.520967415,8.5,3.3,404.9,32.0,29.0,39.0,38,10.3,68.1,,32.0,55.9,8.470226,63.2,20.58%,40.0,60,13.882026497720332,0.5165267981429731,8.460130305686029,1.1602929722893383,7.701583766004304,0.6410940195255739,1.4262852774050478,-4.551279050086667,7.699621030196724,22.688650319597027,63.0,38.0,32.142857142857146,322,5.7745515455444085,80.16247756769938,10.695234949335683,-0.7771811761699547,3.4011973816621555,3.4011973816621555,0.8329091229351039,3.4657359027997265,-1.8985044157802735,3.828641396489095,-0.12783337150988489,8.05579245097777,3.8310298462186143,2.0794415416798357,-0.5635503063111266,1.2069880020637531,1.579713148241657,1.650298795711497,0.7230033806441777,-0.5189165484609998,-2.074291556280821,-1.8198974971682411,-1.6274314055330206,-1.0822271600431632,-2.202330599789647,-4.241986470136533,-1.6472592052329713,-3.9292200302566678,-2.0364433567804676,-3.2967292640730648,-1.0494993194629727,0.5933268452777344,-3.5429714337131673,2.1972245773362196,2.4849066497880004,3.4339872044851463,3.332204510175204,1.4608840047512788,-1.4249850243744426,-0.6520677823708572,2.1400661634962708,1.1939224684724346,6.003640123038116,3.4657359027997265,3.367295829986474,3.6635616461296463,3.6375861597263857,2.33214389523559,4.220977213155467,,3.4657359027997265,4.023564380161053,2.1365571907164944,4.146304301152812,3.6888794541139363,4.0943445622221,2.6305949456981903,-0.6606281076580717,2.135364576062874,0.14867253554817508,2.0414259916062685,-0.4445791564904394,0.3550733562651546,,,,4.143134726391533,3.6375861597263857,,1.7534605989414096,4.3840555446396,2.3697983104404017,,40.947606917811456,-38.57140375202455,30.282224494519205,52.476539614836426,13.380715777555135,32.142857142857146,22.688650319597027,3.832585828945446,3.832585828945446,174.69400914754888,4.21447214990033,15.138574244842342,14.40796982640285
26,NE,1934408,31,31,Nebraska,7.4,46,0.050710257072099,48.0,0.88,0.44,5349,49.65,28.2,0.582241633320542,3.50376455540762,5.07408529499094,5.24787051666506,2.09988902488342,0.490531853934811,0.101518048235213,0.135526590681455,0.18566566932371,0.380066007310111,0.069102116519764,0.01079,0.20265,0.013696,0.133793,0.041377,0.339608,59386.0,0.27%,78.94%,90.05%,0.56,-0.033039901179431,3.5,21.0,35.0,33.73%,26,4.339325228,0.21617562,0.585733258,6.0,3.6,300.9,46.0,29.0,25.0,56,7.5,68.2,,31.9,73.1,10.19912,62.9,17.96%,44.0,55,14.47531189448341,7.204824803398056,11.657486406598592,3.5012771316535956,16.749033999992704,5.229665359049075,5.921929694958189,3.1682624781136046,66.04619128788129,92.59747350153172,17.0,3.0,45.23809523809524,1564,7.355001921105257,106.46594679252325,10.991813787335737,-0.8209805520698302,3.4339872044851463,3.4339872044851463,2.0014800002101243,3.828641396489095,-2.98162707973235,3.871201010907891,-0.12783337150988489,8.58466490653125,3.9049983904911816,3.339321977944068,-0.5408697398863365,1.2538379777251556,1.6241462712429229,1.6578223784458408,0.741884498039406,-0.7122650603222229,-2.2875186811822794,-1.9985874167236155,-1.6838076994229738,-0.9674103378987422,-2.672169918869144,-4.529135499712094,-1.5962749259078195,-4.290651459582751,-2.011461449547467,-3.1850301080845913,-1.0799632676963788,-0.579818495252942,,1.252762968495368,3.044522437723423,3.5553480614894135,3.258096538021482,1.4677188586050918,-1.5316641460930345,-0.5348907841623342,1.791759469228055,1.2809338454620642,5.706777983635999,3.828641396489095,3.367295829986474,3.2188758248682006,4.02535169073515,2.0149030205422647,4.222444564849416,,3.462606009790799,4.291828366755733,2.322301442058562,4.141546163706395,3.784189633918261,4.007333185232471,2.6724445703414936,1.97475091318056,2.455948583634773,1.2531277966956365,2.818340584965776,1.6543472911442572,1.7786623577680285,1.1531833234599647,0.17754156099838303,2.0844211520591354,2.833213344056216,1.0986122886681098,,1.9953806152505464,4.66782518559204,2.397150794591932,,70.81986156853289,-15.231303405046038,69.04331927068661,48.85593621864237,75.81777310170348,45.23809523809524,92.59747350153172,56.85869208038793,56.85869208038793,6115.710447656683,50.87933761803956,86.95514488226085,35.071082478121426
27,NV,3080156,32,32,Nevada,19.8,44,0.324311984846573,14.0,0.88,0.471,7693,33.61,40.5,0.476662473245594,3.15318767933158,4.64172969672929,4.75461696739087,2.33740406738769,0.373041660647285,0.06826552378636,0.070950781030331,0.122010203973363,0.154756453796862,0.033222495100836,0.013053,0.200623,0.010738,0.138382,0.024479,0.339408,50043.0,0.34%,77.46%,82.62%,1.09,0.098308433773657,34.5,23.0,52.0,19.61%,12,4.396647021,0.148270561,0.327593496,2.4,3.5,493.8,26.0,33.0,41.0,34,2.9,41.2,,24.7,94.2,11.76972,61.8,16.14%,4.0,79,14.940490803017772,2.8134510296163873,7.3565870896805,1.5684699141100156,12.074565612123354,3.4266809289814453,4.370396834400214,-1.7665392335675465,31.03260780473573,43.89903470366844,50.0,11.0,15.476190476190482,2819,7.9441374911141125,118.68931312389907,10.820637914822164,-0.7528971849657193,3.4657359027997265,3.4657359027997265,2.9856819377004897,3.784189633918261,-1.1260493103030857,2.6390573296152584,-0.12783337150988489,8.948066103458935,3.5148236417370144,3.7013019741124933,-0.7409466418218567,1.14841390284205,1.5350870762406805,1.5591161391020232,0.8490409406487546,-0.9860651748318767,-2.6843504160357754,-2.645768867257239,-2.103650598620511,-1.865902663622349,-3.404528069223864,-4.338737286575484,-1.6063277539948981,-4.53396642698176,-1.9777373020602855,-3.709939671845585,-1.0805523554521423,0.08617769624105241,-2.3196454592360913,3.5409593240373143,3.1354942159291497,3.9512437185814275,2.4849066497880004,1.4808422097418052,-1.9087165593214026,-1.115981780680159,0.8754687373538999,1.252762968495368,6.202130576911079,3.258096538021482,3.4965075614664802,3.713572066704308,3.5263605246161616,1.0647107369924282,3.7184382563554808,,3.2068032436339315,4.545420181582317,2.4655301316943983,4.123903364463645,1.3862943611198906,4.3694478524670215,2.7040750307726844,1.0344118542363914,1.9955961145525205,0.45010056715128527,2.491101224740276,1.2315921335043658,1.4748538137718648,,,0.8223033250591631,3.912023005428146,2.3978952727983707,,2.072434234135156,4.7765092649078404,2.3814552286880333,,99.05831193229311,-51.512017171441094,46.671648174279845,63.923777222438424,35.904198412070976,15.476190476190482,43.89903470366844,37.36828869022769,37.36828869022769,1362.3015269654259,8.17846311139453,14.102979419392913,16.782040920327614
28,NH,1359711,33,33,New Hampshire,6.4,16,0.43174675928588,2.0,0.75,0.4406,3713,36.97,8.6,0.453562595046776,3.09249079850641,4.60817113977554,4.82333592759779,1.8764875141758,0.463680149429632,0.163298270706251,0.103372395543795,0.156285745289849,0.29160036467946,0.070856329634653,0.011009,0.229364,0.015325,0.1448,0.044627,0.303943,57272.0,0.28%,77.00%,91.02%,-0.38,0.240058698744212,25.25,16.0,43.0,28.55%,24,4.063308411,0.241931237,0.51960732,5.6,2.0,152.5,23.0,26.0,51.0,35,6.3,70.4,,37.0,60.3,9.917139,62.6,21.54%,35.0,137,14.12278273513091,3.8879628110196447,9.585910807076583,1.9084912438202317,10.789987796864049,4.970404142254022,5.102568824851062,-0.6276771872081778,45.744982757783,39.144206319853545,28.0,16.0,47.61904761904762,1627,7.394493107219038,104.43081958967754,10.955567127076021,-0.8196178446138943,3.4965075614664802,3.4965075614664802,1.8562979903656263,2.772588722239781,-0.8399160679803228,0.6931471805599453,-0.2876820724517809,8.21959545417708,3.6101067729485403,2.151762203259462,-0.7906219923877311,1.1289768498577382,1.5278310624121618,1.5734657898323163,0.6294016857875885,-0.7685602975809964,-1.8121768687356956,-2.2694173202115753,-1.8560692466744255,-1.2323710282329838,-2.647100978308684,-4.509042158893871,-1.4724450177265171,-4.178269797159862,-1.932401799030521,-3.109416221959456,-1.190915095156238,,-1.4268718074436102,3.228826155721369,2.772588722239781,3.7612001156935624,3.1780538303479458,1.4019975213362033,-1.4191017378302835,-0.6546819065251089,1.7227665977411035,0.6931471805599453,5.0271645960474665,3.1354942159291497,3.258096538021482,3.9318256327243257,3.5553480614894135,1.840549633397487,4.254193263163997,,3.6109179126442243,4.09933210373314,2.2942644724413457,4.136765278106052,3.5553480614894135,4.919980925828125,2.6477892902067115,1.3578853214854834,2.2602943961955693,0.6463130052021754,2.3786186483022163,1.60350115315144,1.6297441040677414,,,0.5382049633308253,3.332204510175204,2.772588722239781,,2.0007355484745517,4.648524838681263,2.39384774049579,,49.384642248500654,-15.95747194310524,64.30609579540238,86.8318380311524,45.115521987839685,47.61904761904762,39.144206319853545,27.46182492473424,27.46182492473424,1790.6510431688007,37.09484268636482,38.693679702061495,25.74319248107425
29,NJ,8882190,34,34,New Jersey,23.4,472,-0.35714504407134,21.0,0.5,0.4782,48803,39.48,66.8,0.413965238573485,3.69376419634453,4.94318425009695,5.19689541438275,2.34332175456575,0.477203665366633,0.090707967401528,0.08824111702892,0.126350102771903,0.248223286515341,0.07678533313198,0.011209,0.215888,0.017969,0.142564,0.047489,0.322478,63492.0,0.31%,79.75%,84.91%,1.44,-0.396485894410654,32.0,19.0,59.0,21.84%,18,4.582687382,0.199355697,0.509743716,3.9,2.9,206.9,32.0,33.0,36.0,55,4.6,56.7,39.8,39.7,94.7,12.23565,62.5,12.98%,5.0,158,15.999558706183862,4.078447346885404,7.875467056645174,1.7482068231904901,7.985380484047979,5.309036348443496,4.488117956906751,-2.065634246801201,42.966994459459364,13.871565816965148,33.0,49.0,80.95238095238095,11614,9.359966545931995,149.75533423955594,11.058669192692133,-0.7377262239579127,3.5263605246161616,3.5263605246161616,3.152736022363656,6.156978985585555,,3.044522437723423,-0.6931471805599453,10.79554706536154,3.675794214565281,4.2017030805426,-0.8819732734804091,1.3066460455068902,1.5980097085839924,1.6480614115949759,0.8515694759896603,-0.7398119078016362,-2.400110082262298,-2.427682245131067,-2.068698631757659,-1.3934265890358828,-2.5667416319105385,-4.491038251943179,-1.5329955242937057,-4.019107228037821,-1.9479642572918747,-3.0472571737074547,-1.1317203621274625,0.36464311358790924,,3.4657359027997265,2.9444389791664403,4.07753744390572,2.8903717578961645,1.5222855906758597,-1.612664627685009,-0.6738471972151324,1.3609765531356006,1.0647107369924282,5.332235584751498,3.4657359027997265,3.4965075614664802,3.58351893845611,4.007333185232471,1.5260563034950492,4.037774210733707,3.6838669122903918,3.681351187693145,4.550714000192032,2.5043538217605583,4.135166556742356,1.6094379124341003,5.062595033026967,2.7725611409959137,1.4057163637537236,2.0637524917333403,0.5585905901371225,2.077612430381223,1.6694103401487308,1.5014334506082436,,,,3.4965075614664802,3.8918202981106265,2.772588722239781,2.236441716330549,5.009002857326462,2.4032146626963806,,99.64779954705475,-59.59641894674841,77.78092415441016,92.76610937282825,33.48506349085625,80.95238095238095,13.871565816965148,52.04711994876649,52.04711994876649,596.0194916015674,59.231667976620706,23.310250935048934,88.30537236556508
